,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_z,tenure_z,TotalCharges_z
1498,1503,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No,1.2415901203749353,0.512486259227765,1.0818135293053086
13,13,Male,Yes,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes,1.2931128075977727,0.6754621043330061,1.2145888969272465
604,605,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,No,0.726363248146559,1.6125732136881425,1.681343175630119
6692,6702,Male,Yes,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,No,0.6914607826085073,-0.5876006952326126,-0.30080180819929636
2588,2593,Female,Yes,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,1296.15,No,-1.4791401694245876,1.2051336009250397,-0.4355184006676758
4957,4965,Female,Yes,No,No,6,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,-0.5600419102559032,-1.076528230548336,-0.8727572379553376
5443,5452,Female,Yes,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,No,0.3424361272279943,0.18653456901728277,0.16566569865126088
6405,6414,Male,Yes,Yes,Yes,40,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,1006.9,No,-1.3145999747452028,0.3087664528462136,-0.5631318749479403
5543,5552,Male,Yes,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.25,488.25,No,-1.4808021915930663,-0.42462485012737144,-0.7919537537222158
667,668,Female,Yes,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes,-0.6364949300059205,-1.1580161531009565,-0.9230746683500277
4253,4260,Male,Yes,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No,0.277617262657328,0.3902543753988342,0.3551336555385887
6261,6270,Female,Yes,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2,558.8,No,-1.4824642137615447,-0.13941712119319946,-0.7608279780593891
5662,5671,Female,Yes,Yes,No,61,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.3,1554.9,No,-1.3129379525767242,1.1643896396487294,-0.32136114407297073
6508,6517,Female,Yes,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,-0.33068285100585193,-1.076528230548336,-0.850697864700322
1889,1894,Female,Yes,Yes,No,46,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,No,-0.6930036837341939,0.5532302205040753,-0.12152528175578566
3275,3280,Male,Yes,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,No,-0.20603118836995443,0.9199258719908678,0.3464643218493676
2189,2194,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,0.4886940780541142,-1.2802480369298874,-0.9722891300819673
6023,6032,Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes,1.346297516989089,1.4495973685829016,2.2131505460620318
2730,2735,Male,Yes,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No,0.27096917398341336,0.797693988161937,0.6822741609104681
6135,6144,Male,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,2024.1,No,0.8377187334346272,-0.38388088885106114,-0.11435598544790562
2067,2072,Male,Yes,No,Yes,39,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.35,779.2,No,-1.5107185906256815,0.2680224915699033,-0.6635902607512808
4857,4865,Female,Yes,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No,-0.5317875333917667,-1.0357842692720256,-0.8530361582653537
5942,5951,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No,1.1800953001412255,0.18653456901728277,0.555057755348794
6635,6644,Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No,1.0537816153368496,1.1643896396487294,1.4958017871821836
2946,2951,Male,Yes,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,No,-0.021546727668825993,-0.506112772679992,-0.4450921686603525
4623,4631,Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,0.9208198418585588,-1.1172721918246462,-0.8076379681065318
6298,6307,Female,Yes,No,No,32,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.9,601.55,No,-1.4924363467724167,-0.01718523736426863,-0.7419672139263508
5051,5059,Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,1.1418687902662172,0.1457906077409725,0.5877938652592368
341,341,Female,Yes,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,0.6964468491139434,1.5718292524118322,1.7384990117338641
601,602,Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,0.3141817503638577,1.368109446030281,1.1364766562312367
6484,6493,Male,Yes,Yes,No,17,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,-0.33899296184824507,-0.6283446565089229,-0.5949414911816726
4043,4050,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,No,1.1335586794238242,1.0421577558197987,1.5430088459479168
4485,4493,Female,Yes,No,Yes,18,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.3,454.65,No,-1.3129379525767242,-0.5876006952326126,-0.8067776525495862
3225,3230,Male,Yes,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,1245.6,No,-1.504070501951767,1.24587756220135,-0.4578204270284965
1043,1046,Female,Yes,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,No,0.30587163952146457,0.797693988161937,0.703407040488773
5920,5929,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,No,0.8078023344020117,1.2051336009250397,1.4713600016156267
3454,3460,Female,Yes,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,No,1.1717851892988325,0.6347181430566958,1.1253366727374539
4631,4639,Male,Yes,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,No,0.9573843295650886,-0.26164900502213034,0.05329525129021196
621,622,Male,Yes,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.05,3355.65,No,0.6731785387552424,0.3087664528462136,0.47310718370641147
2605,2610,Female,Yes,No,Yes,39,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes,-1.1533838244027754,0.2680224915699033,-0.5082481542894619
6040,6049,Female,Yes,Yes,Yes,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,1016.7,No,-1.4874502802669807,0.5939741817803856,-0.5588082377899573
3697,3703,Male,Yes,No,Yes,9,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,190.25,No,-1.485788258098502,-0.9542963467194051,-0.9234276183221081
972,975,Male,Yes,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Yes,1.4377087362554137,1.5718292524118322,2.3157266316978538
4040,4047,Female,Yes,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,No,0.9906247729346612,1.2866215234776603,1.6171283400847687
3197,3202,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,-0.3173866736580229,-1.2802480369298874,-0.9829879261106498
412,412,Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,0.3374500607225587,-0.13941712119319946,-0.05922961168362184
5931,5940,Male,Yes,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,No,0.6997708934509005,0.9606698332671781,1.1076009366404216
348,348,Female,Yes,No,No,23,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,-0.6597632403646212,-0.38388088885106114,-0.5675658089721984
3743,3749,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes,0.9656944404074818,-1.2395040756535771,-0.920559899798956
4007,4014,Female,Yes,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,No,1.4393707584238922,0.797693988161937,1.568862431402795
2762,2767,Female,Yes,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,No,0.6648684279128493,0.5532302205040753,0.739231462654918
6472,6481,Female,Yes,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,No,0.17124784387469535,-1.1172721918246462,-0.8660070697393027
627,628,Female,Yes,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,No,1.5573743323858755,1.6125732136881425,2.4971870360936106
3538,3544,Male,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,Yes,0.9640324182390032,-0.05792919864057891,0.32480201731294245
2879,2884,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,0.8427047999400633,1.6125732136881425,1.955850016415531
3872,3879,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,Yes,-0.6331708856689632,-1.2802480369298874,-0.9871792070291028
5795,5804,Female,Yes,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),23.9,1663.5,No,-1.359474573294126,1.5718292524118322,-0.2734481853630772
1936,1941,Male,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,No,-0.3373309396797665,-1.1987601143772668,-0.9239349839069734
1133,1137,Male,Yes,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.8,1396.25,No,-1.495760391109374,1.5718292524118322,-0.3913555354111349
4058,4065,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,Yes,-1.4974224132778524,-1.2802480369298874,-0.9986500811217108
1693,1698,Male,Yes,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,6152.4,No,0.6648684279128493,1.5718292524118322,1.7069982267257018
4677,4685,Female,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,No,1.4659631131195507,0.5532302205040753,1.1342927782789902
6774,6785,Male,Yes,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05,Yes,1.5557123102173966,1.1643896396487294,2.0262635358455405
296,296,Female,Yes,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,No,0.37401454842908843,1.5718292524118322,1.3911300610871353
5452,5461,Female,Yes,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,3846.75,No,0.010031693532267658,1.2051336009250397,0.6897743478171734
6182,6191,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,No,-0.30409049631019386,0.3902543753988342,0.06108221004923246
6569,6578,Female,Yes,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,No,0.2909134400051568,-0.9135523854430948,-0.7014882640033974
6565,6574,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,0.8410427777715843,-0.9542963467194051,-0.6470016120635091
3423,3429,Female,Yes,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,1007.9,No,-1.504070501951767,0.8384379494382472,-0.56269068748284
3112,3117,Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,1.432722669749978,1.5310852911355222,2.2908877774127068
3408,3414,Female,Yes,No,No,47,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,No,-0.761146592641818,0.5939741817803856,-0.18002673962808663
4021,4028,Male,Yes,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,No,1.4759352461304225,1.24587756220135,2.1028977985334647
5249,5258,Male,Yes,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,1.3263532509673455,1.4903413298592119,2.178164380079578
3945,3952,Female,Yes,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.05,7806.6,No,1.4377087362554137,1.6125732136881425,2.436810531494634
670,671,Male,Yes,Yes,Yes,53,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.55,1336.1,No,-1.304627841734331,0.8384379494382472,-0.4178929614369185
3448,3454,Female,Yes,Yes,Yes,29,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,No,-0.9688993637016472,-0.13941712119319946,-0.5550802037098597
504,505,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,0.974004551249875,-0.506112772679992,-0.22099099576265033
2584,2589,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes,0.37401454842908843,-1.1987601143772668,-0.90509627914719
5398,5407,Female,Yes,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,No,-0.041490993690569876,1.24587756220135,0.7636511888482201
3518,3524,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Yes,0.6648684279128493,-0.8728084241667845,-0.6072726808312263
6756,6767,Male,Yes,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7,3171.6,No,-0.3024284741417151,1.0014137945434884,0.39190663075469945
5035,5043,Male,Yes,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes,0.8576629994563706,-0.5468567339563023,-0.27499234149092827
6762,6773,Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,3473.4,Yes,0.9208198418585588,0.18653456901728277,0.525057007721973
5414,5423,Male,Yes,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,0.5335686766030371,-0.791320501614164,-0.5623377375107598
6752,6763,Male,Yes,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,No,0.2693071518149348,1.5718292524118322,1.2601856214453633
5842,5851,Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,3836.3,No,1.5291199555217385,0.10504664646466222,0.6851639388068752
3914,3921,Female,Yes,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,66.3,1559.45,No,0.04992022557575495,-0.3431369275747509,-0.31935374110676434
2038,2043,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,No,0.16127571086382367,-0.6690886177852331,-0.5470726512182891
5141,5149,Female,Yes,No,No,62,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.2,1123.65,No,-1.5157046571311175,1.2051336009250397,-0.5116232383974791
4264,4271,Female,Yes,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.9,543.0,No,-1.4924363467724167,-0.18016108246950976,-0.7677987400079739
6709,6719,Male,Yes,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.75,1864.2,No,-1.2979797530604165,1.6125732136881425,-0.18490186111744505
1069,1072,Male,Yes,No,No,22,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No,-0.2675260086036639,-0.42462485012737144,-0.4316800697213032
550,551,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No,1.6886740836956873,1.6125732136881425,2.6193739045531417
5821,5830,Male,Yes,No,Yes,30,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.35,723.3,No,-1.3112759304082455,-0.09867315991688919,-0.6882526400503881
6258,6267,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,0.17623391038013098,-1.2802480369298874,-0.9764362922539103
3060,3065,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,No,-0.6315088635004846,-1.2802480369298874,-0.9871571476558476
4162,4169,Female,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,1.2116737213423197,-0.7098325790615434,-0.364443100040016
5009,5017,Female,Yes,Yes,No,41,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,-0.9755474523755615,0.3495104141225239,-0.39338499775059627
6200,6209,Male,Yes,No,No,29,No,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,-1.327896152093032,-0.13941712119319946,-0.6596857516851431
3700,3706,Male,Yes,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,No,0.6482482062280629,-0.26164900502213034,-0.0007502131845759458
2697,2702,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,-0.6913416615657154,-1.2802480369298874,-0.9879512850930283
338,338,Female,Yes,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No,0.9972728616085759,0.1457906077409725,0.5657565513774765
4782,4790,Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No,0.6665304500813278,-0.05792919864057891,0.15445953703771298
2431,2436,Female,Yes,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,No,0.2909134400051568,-0.05792919864057891,-0.08323020978507871
507,508,Female,Yes,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes,0.5219345214236869,-1.076528230548336,-0.7855124167317513
1920,1925,Female,Yes,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,No,0.24271479711927632,1.082901717096109,0.8433517044185913
6771,6782,Female,Yes,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.1,531.15,No,-0.4553345136417494,-0.8728084241667845,-0.7730268114694125
127,127,Male,Yes,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,-1.3711087284734764,1.6125732136881425,-0.24677840309776344
3625,3631,Female,Yes,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,-0.5068572008645872,-1.2802480369298874,-0.9855026946617215
4427,4435,Male,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,No,0.5219345214236869,-0.6283446565089229,-0.41754001146483816
5728,5737,Male,Yes,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,1611.15,No,0.6133457406900117,-0.5876006952326126,-0.2965443491610783
5436,5445,Male,Yes,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,5411.65,No,0.8078023344020117,1.2051336009250397,1.3801886119526474
2292,2297,Female,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,Yes,1.5141617560054308,0.8791819107145575,1.5926203763984466
4742,4750,Male,Yes,No,No,9,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,373.0,No,-0.8392616345603138,-0.9542963467194051,-0.8428006090750265
4710,4718,Female,Yes,Yes,No,20,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.0,416.45,No,-1.4891123024354593,-0.506112772679992,-0.823631013716418
5107,5115,Male,Yes,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,0.028313937385533002,0.5532302205040753,0.33700085072296604
4249,4256,Female,Yes,Yes,No,70,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No,-1.2896696422180234,1.5310852911355222,-0.12192235047437587
1658,1663,Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,0.9922867951031402,0.7569500268856267,1.1159614391040724
392,392,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,-0.6813695285548437,-1.2395040756535771,-0.9679654929239841
4220,4227,Male,Yes,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,No,0.526920587929123,1.4903413298592119,1.4379400511342781
5511,5520,Female,Yes,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.25,4589.85,No,0.6465861840595843,0.9199258719908678,1.0176207531332135
4318,4325,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.75,20.75,No,-1.4641819699082799,-1.2802480369298874,-0.9982088936566105
3559,3565,Male,Yes,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,Yes,-0.4669686688210999,-1.2802480369298874,-0.9849732697036012
5408,5417,Male,Yes,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,815.55,No,-0.11295794693515106,-0.7505765403378537,-0.6475530963948846
4128,4135,Female,Yes,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,No,0.9341160192063881,0.1457906077409725,0.48351920788277875
4329,4336,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,1.5058516451630375,1.6125732136881425,2.4103834023351247
1353,1358,Male,Yes,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,No,0.17789593254861,-0.9135523854430948,-0.6828701529761643
